text,entity_type,entity_value
The meeting with Sara from Amazon is scheduled for 2005-09-10,ORG,Amazon
Mary attended a conference on 1994-05-18,PERSON,Mary
John attended a conference on 1982-08-24,PERSON,John
Sara works at Meta in London since 2024-09-03,PERSON,Sara
Sara works at Meta in London since 2024-09-03,ORG,Meta
Sara works at Meta in London since 2024-09-03,GPE,London
Google announced new projects starting 2004-07-19,ORG,Google
Google announced new projects starting 1977-04-30,ORG,Google
Sara works at Google in London since 2022-05-11,PERSON,Sara
Sara works at Google in London since 2022-05-11,ORG,Google
Sara works at Google in London since 2022-05-11,GPE,London
Sara attended a conference on 1972-11-04,PERSON,Sara
Paris will host the event in 2017-06-14,GPE,Paris
Paris will host the event in 1984-03-24,GPE,Paris
John attended a conference on 2013-11-17,PERSON,John
Alex attended a conference on 2024-07-27,PERSON,Alex
Microsoft announced new projects starting 1982-05-08,ORG,Microsoft
Amazon announced new projects starting 2016-06-13,ORG,Amazon
Mary attended a conference on 2017-03-12,PERSON,Mary
John attended a conference on 2023-01-05,PERSON,John
Meta announced new projects starting 1987-02-07,ORG,Meta
Amazon announced new projects starting 2001-11-02,ORG,Amazon
Sara works at Meta in New York since 2003-10-31,PERSON,Sara
Sara works at Meta in New York since 2003-10-31,ORG,Meta
The meeting with Mary from Amazon is scheduled for 1987-04-19,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1987-04-19,ORG,Amazon
Mary works at Meta in Paris since 2024-07-14,PERSON,Mary
Mary works at Meta in Paris since 2024-07-14,ORG,Meta
Mary works at Meta in Paris since 2024-07-14,GPE,Paris
The meeting with Alex from Microsoft is scheduled for 1986-01-03,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1986-01-03,ORG,Microsoft
Mary attended a conference on 2003-05-08,PERSON,Mary
The meeting with John from Amazon is scheduled for 1999-05-19,PERSON,John
The meeting with John from Amazon is scheduled for 1999-05-19,ORG,Amazon
Alex attended a conference on 1982-08-22,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1972-09-18,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1972-09-18,ORG,Amazon
Alex attended a conference on 2013-05-16,PERSON,Alex
Microsoft announced new projects starting 2021-08-07,ORG,Microsoft
Microsoft announced new projects starting 1995-01-15,ORG,Microsoft
Alex attended a conference on 1992-02-24,PERSON,Alex
Sara works at Amazon in Paris since 1998-04-29,PERSON,Sara
Sara works at Amazon in Paris since 1998-04-29,ORG,Amazon
Sara works at Amazon in Paris since 1998-04-29,GPE,Paris
London will host the event in 2016-11-28,GPE,London
John works at Google in New York since 1979-08-26,PERSON,John
John works at Google in New York since 1979-08-26,ORG,Google
Sara works at Microsoft in Paris since 1983-05-12,PERSON,Sara
Sara works at Microsoft in Paris since 1983-05-12,ORG,Microsoft
Sara works at Microsoft in Paris since 1983-05-12,GPE,Paris
The meeting with Mary from Meta is scheduled for 1971-07-27,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1971-07-27,ORG,Meta
Alex works at Amazon in New York since 1994-01-28,PERSON,Alex
Alex works at Amazon in New York since 1994-01-28,ORG,Amazon
Amazon announced new projects starting 2012-04-21,ORG,Amazon
John attended a conference on 1987-12-22,PERSON,John
The meeting with Alex from Meta is scheduled for 1987-12-03,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1987-12-03,ORG,Meta
Alex attended a conference on 1976-10-20,PERSON,Alex
The meeting with John from Google is scheduled for 2009-09-11,PERSON,John
The meeting with John from Google is scheduled for 2009-09-11,ORG,Google
The meeting with Sara from Google is scheduled for 1996-01-03,PERSON,Sara
The meeting with Sara from Google is scheduled for 1996-01-03,ORG,Google
The meeting with Mary from Meta is scheduled for 1998-05-10,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1998-05-10,ORG,Meta
Sara works at Meta in New York since 1977-11-28,PERSON,Sara
Sara works at Meta in New York since 1977-11-28,ORG,Meta
The meeting with Sara from Amazon is scheduled for 1974-10-15,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1974-10-15,ORG,Amazon
Paris will host the event in 1993-05-11,GPE,Paris
Amazon announced new projects starting 2014-10-12,ORG,Amazon
The meeting with Sara from Google is scheduled for 1997-05-14,PERSON,Sara
The meeting with Sara from Google is scheduled for 1997-05-14,ORG,Google
Meta announced new projects starting 2017-11-14,ORG,Meta
The meeting with Mary from Google is scheduled for 1982-07-12,PERSON,Mary
The meeting with Mary from Google is scheduled for 1982-07-12,ORG,Google
Tokyo will host the event in 1987-08-22,GPE,Tokyo
The meeting with Sara from Microsoft is scheduled for 1970-08-13,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1970-08-13,ORG,Microsoft
Paris will host the event in 2013-03-01,GPE,Paris
John works at Microsoft in New York since 2016-12-11,PERSON,John
John works at Microsoft in New York since 2016-12-11,ORG,Microsoft
Tokyo will host the event in 2010-10-22,GPE,Tokyo
The meeting with Mary from Meta is scheduled for 2023-05-18,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2023-05-18,ORG,Meta
Alex attended a conference on 2015-02-16,PERSON,Alex
Microsoft announced new projects starting 1970-04-29,ORG,Microsoft
Alex works at Amazon in New York since 2019-02-15,PERSON,Alex
Alex works at Amazon in New York since 2019-02-15,ORG,Amazon
Alex attended a conference on 2003-04-27,PERSON,Alex
Paris will host the event in 1986-01-27,GPE,Paris
Sara works at Microsoft in Paris since 1984-04-23,PERSON,Sara
Sara works at Microsoft in Paris since 1984-04-23,ORG,Microsoft
Sara works at Microsoft in Paris since 1984-04-23,GPE,Paris
Amazon announced new projects starting 1976-02-08,ORG,Amazon
Alex attended a conference on 2024-01-21,PERSON,Alex
The meeting with Mary from Google is scheduled for 2012-07-28,PERSON,Mary
The meeting with Mary from Google is scheduled for 2012-07-28,ORG,Google
Amazon announced new projects starting 1972-07-01,ORG,Amazon
Sara works at Amazon in Tokyo since 1999-02-22,PERSON,Sara
Sara works at Amazon in Tokyo since 1999-02-22,ORG,Amazon
Sara works at Amazon in Tokyo since 1999-02-22,GPE,Tokyo
Mary attended a conference on 1972-03-07,PERSON,Mary
John attended a conference on 1996-12-04,PERSON,John
Google announced new projects starting 2013-10-21,ORG,Google
Sara attended a conference on 1992-12-13,PERSON,Sara
The meeting with John from Meta is scheduled for 2018-07-30,PERSON,John
The meeting with John from Meta is scheduled for 2018-07-30,ORG,Meta
The meeting with Mary from Meta is scheduled for 1989-06-03,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1989-06-03,ORG,Meta
John works at Meta in Paris since 1985-01-30,PERSON,John
John works at Meta in Paris since 1985-01-30,ORG,Meta
John works at Meta in Paris since 1985-01-30,GPE,Paris
Amazon announced new projects starting 2012-02-04,ORG,Amazon
Alex works at Amazon in Paris since 2014-07-24,PERSON,Alex
Alex works at Amazon in Paris since 2014-07-24,ORG,Amazon
Alex works at Amazon in Paris since 2014-07-24,GPE,Paris
Microsoft announced new projects starting 1988-05-08,ORG,Microsoft
John attended a conference on 1993-01-16,PERSON,John
Sara attended a conference on 2024-06-18,PERSON,Sara
Tokyo will host the event in 2009-01-27,GPE,Tokyo
Mary works at Meta in London since 2021-05-30,PERSON,Mary
Mary works at Meta in London since 2021-05-30,ORG,Meta
Mary works at Meta in London since 2021-05-30,GPE,London
Amazon announced new projects starting 1984-07-03,ORG,Amazon
Google announced new projects starting 2005-11-10,ORG,Google
Microsoft announced new projects starting 2023-03-06,ORG,Microsoft
Sara attended a conference on 1979-07-16,PERSON,Sara
Meta announced new projects starting 2013-06-25,ORG,Meta
Paris will host the event in 1975-07-09,GPE,Paris
Alex attended a conference on 2012-07-29,PERSON,Alex
Mary attended a conference on 1977-12-07,PERSON,Mary
The meeting with Sara from Microsoft is scheduled for 2003-11-01,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2003-11-01,ORG,Microsoft
Google announced new projects starting 2014-10-25,ORG,Google
John works at Meta in Tokyo since 2007-04-23,PERSON,John
John works at Meta in Tokyo since 2007-04-23,ORG,Meta
John works at Meta in Tokyo since 2007-04-23,GPE,Tokyo
Meta announced new projects starting 2002-07-06,ORG,Meta
John attended a conference on 1984-02-21,PERSON,John
Amazon announced new projects starting 1995-07-22,ORG,Amazon
Meta announced new projects starting 2018-11-15,ORG,Meta
Tokyo will host the event in 1981-09-23,GPE,Tokyo
Mary works at Microsoft in London since 1976-12-03,PERSON,Mary
Mary works at Microsoft in London since 1976-12-03,ORG,Microsoft
Mary works at Microsoft in London since 1976-12-03,GPE,London
Google announced new projects starting 1981-04-30,ORG,Google
The meeting with Sara from Amazon is scheduled for 1985-06-11,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1985-06-11,ORG,Amazon
Mary attended a conference on 1997-09-06,PERSON,Mary
Meta announced new projects starting 1986-03-12,ORG,Meta
Sara works at Google in Tokyo since 1997-10-04,PERSON,Sara
Sara works at Google in Tokyo since 1997-10-04,ORG,Google
Sara works at Google in Tokyo since 1997-10-04,GPE,Tokyo
Google announced new projects starting 1998-01-15,ORG,Google
The meeting with Mary from Meta is scheduled for 2023-06-16,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2023-06-16,ORG,Meta
London will host the event in 2008-05-08,GPE,London
Mary works at Microsoft in New York since 2023-12-02,PERSON,Mary
Mary works at Microsoft in New York since 2023-12-02,ORG,Microsoft
Meta announced new projects starting 2000-08-18,ORG,Meta
Google announced new projects starting 1991-07-10,ORG,Google
Amazon announced new projects starting 2000-02-23,ORG,Amazon
London will host the event in 1975-09-23,GPE,London
Sara works at Meta in London since 1988-01-04,PERSON,Sara
Sara works at Meta in London since 1988-01-04,ORG,Meta
Sara works at Meta in London since 1988-01-04,GPE,London
Tokyo will host the event in 1975-06-24,GPE,Tokyo
Alex attended a conference on 1973-07-09,PERSON,Alex
The meeting with John from Meta is scheduled for 2014-03-20,PERSON,John
The meeting with John from Meta is scheduled for 2014-03-20,ORG,Meta
John attended a conference on 1975-05-05,PERSON,John
Tokyo will host the event in 1983-12-14,GPE,Tokyo
Amazon announced new projects starting 1988-11-20,ORG,Amazon
Alex works at Microsoft in Tokyo since 2024-11-23,PERSON,Alex
Alex works at Microsoft in Tokyo since 2024-11-23,ORG,Microsoft
Alex works at Microsoft in Tokyo since 2024-11-23,GPE,Tokyo
Meta announced new projects starting 2003-02-16,ORG,Meta
John attended a conference on 1995-04-28,PERSON,John
Google announced new projects starting 1994-03-13,ORG,Google
The meeting with Sara from Microsoft is scheduled for 1989-03-09,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1989-03-09,ORG,Microsoft
London will host the event in 1979-05-30,GPE,London
Sara works at Google in Paris since 2016-02-10,PERSON,Sara
Sara works at Google in Paris since 2016-02-10,ORG,Google
Sara works at Google in Paris since 2016-02-10,GPE,Paris
Sara works at Microsoft in New York since 2018-11-16,PERSON,Sara
Sara works at Microsoft in New York since 2018-11-16,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2008-11-21,PERSON,Mary
Mary works at Microsoft in Tokyo since 2008-11-21,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2008-11-21,GPE,Tokyo
Sara works at Google in London since 2000-09-10,PERSON,Sara
Sara works at Google in London since 2000-09-10,ORG,Google
Sara works at Google in London since 2000-09-10,GPE,London
Alex attended a conference on 2014-01-23,PERSON,Alex
The meeting with Mary from Microsoft is scheduled for 1999-01-03,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1999-01-03,ORG,Microsoft
Microsoft announced new projects starting 2000-03-31,ORG,Microsoft
London will host the event in 1970-09-18,GPE,London
Meta announced new projects starting 2013-06-21,ORG,Meta
London will host the event in 2002-02-21,GPE,London
John attended a conference on 1983-07-26,PERSON,John
The meeting with Sara from Google is scheduled for 1973-04-12,PERSON,Sara
The meeting with Sara from Google is scheduled for 1973-04-12,ORG,Google
John attended a conference on 2018-03-28,PERSON,John
Tokyo will host the event in 2024-05-05,GPE,Tokyo
Paris will host the event in 1983-04-05,GPE,Paris
The meeting with John from Google is scheduled for 1978-11-16,PERSON,John
The meeting with John from Google is scheduled for 1978-11-16,ORG,Google
The meeting with Mary from Microsoft is scheduled for 1975-10-01,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1975-10-01,ORG,Microsoft
Paris will host the event in 1974-11-15,GPE,Paris
Meta announced new projects starting 1987-01-17,ORG,Meta
The meeting with John from Meta is scheduled for 2015-06-11,PERSON,John
The meeting with John from Meta is scheduled for 2015-06-11,ORG,Meta
Google announced new projects starting 1976-11-15,ORG,Google
Alex works at Google in New York since 1979-05-21,PERSON,Alex
Alex works at Google in New York since 1979-05-21,ORG,Google
The meeting with Mary from Amazon is scheduled for 2022-04-04,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2022-04-04,ORG,Amazon
Microsoft announced new projects starting 2012-11-30,ORG,Microsoft
The meeting with Alex from Google is scheduled for 2008-01-31,PERSON,Alex
The meeting with Alex from Google is scheduled for 2008-01-31,ORG,Google
London will host the event in 2010-01-09,GPE,London
Alex works at Amazon in London since 2003-02-05,PERSON,Alex
Alex works at Amazon in London since 2003-02-05,ORG,Amazon
Alex works at Amazon in London since 2003-02-05,GPE,London
London will host the event in 2010-03-29,GPE,London
Alex works at Microsoft in New York since 2009-01-15,PERSON,Alex
Alex works at Microsoft in New York since 2009-01-15,ORG,Microsoft
The meeting with Mary from Amazon is scheduled for 1999-10-08,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1999-10-08,ORG,Amazon
The meeting with Alex from Meta is scheduled for 2002-08-08,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2002-08-08,ORG,Meta
Sara works at Meta in London since 1999-03-31,PERSON,Sara
Sara works at Meta in London since 1999-03-31,ORG,Meta
Sara works at Meta in London since 1999-03-31,GPE,London
Microsoft announced new projects starting 1997-11-04,ORG,Microsoft
Mary attended a conference on 2018-07-07,PERSON,Mary
John works at Meta in London since 2023-10-06,PERSON,John
John works at Meta in London since 2023-10-06,ORG,Meta
John works at Meta in London since 2023-10-06,GPE,London
John attended a conference on 2024-03-04,PERSON,John
Sara attended a conference on 2012-12-31,PERSON,Sara
Google announced new projects starting 1989-05-06,ORG,Google
The meeting with Mary from Microsoft is scheduled for 1991-12-04,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1991-12-04,ORG,Microsoft
Tokyo will host the event in 2022-04-30,GPE,Tokyo
Alex works at Microsoft in Tokyo since 1980-03-14,PERSON,Alex
