text,entity_type,entity_value
The meeting with Sara from Amazon is scheduled for 1992-05-16,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1992-05-16,ORG,Amazon
Mary works at Amazon in London since 2024-09-16,PERSON,Mary
Mary works at Amazon in London since 2024-09-16,ORG,Amazon
Mary works at Amazon in London since 2024-09-16,GPE,London
Alex works at Meta in Tokyo since 2019-06-14,PERSON,Alex
Alex works at Meta in Tokyo since 2019-06-14,ORG,Meta
Alex works at Meta in Tokyo since 2019-06-14,GPE,Tokyo
Tokyo will host the event in 1997-10-27,GPE,Tokyo
Alex attended a conference on 2006-02-01,PERSON,Alex
Alex works at Google in London since 2008-09-07,PERSON,Alex
Alex works at Google in London since 2008-09-07,ORG,Google
Alex works at Google in London since 2008-09-07,GPE,London
Mary attended a conference on 2020-03-22,PERSON,Mary
Amazon announced new projects starting 1975-11-28,ORG,Amazon
Meta announced new projects starting 2002-06-11,ORG,Meta
Tokyo will host the event in 2005-06-03,GPE,Tokyo
The meeting with Sara from Meta is scheduled for 1975-09-24,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1975-09-24,ORG,Meta
Amazon announced new projects starting 2023-06-13,ORG,Amazon
Amazon announced new projects starting 2011-02-06,ORG,Amazon
John works at Microsoft in New York since 2014-04-12,PERSON,John
John works at Microsoft in New York since 2014-04-12,ORG,Microsoft
Amazon announced new projects starting 2003-04-11,ORG,Amazon
Mary works at Amazon in London since 2015-10-15,PERSON,Mary
Mary works at Amazon in London since 2015-10-15,ORG,Amazon
Mary works at Amazon in London since 2015-10-15,GPE,London
Sara attended a conference on 2021-06-02,PERSON,Sara
Mary attended a conference on 2000-05-31,PERSON,Mary
Paris will host the event in 2014-05-02,GPE,Paris
Mary works at Microsoft in Tokyo since 2017-10-03,PERSON,Mary
Mary works at Microsoft in Tokyo since 2017-10-03,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2017-10-03,GPE,Tokyo
Alex works at Google in London since 1982-02-18,PERSON,Alex
Alex works at Google in London since 1982-02-18,ORG,Google
Alex works at Google in London since 1982-02-18,GPE,London
John works at Google in Paris since 2022-06-18,PERSON,John
John works at Google in Paris since 2022-06-18,ORG,Google
John works at Google in Paris since 2022-06-18,GPE,Paris
Mary attended a conference on 2014-03-10,PERSON,Mary
Alex attended a conference on 1983-12-21,PERSON,Alex
Paris will host the event in 1974-01-06,GPE,Paris
Mary attended a conference on 2000-07-21,PERSON,Mary
Google announced new projects starting 1981-02-20,ORG,Google
The meeting with John from Microsoft is scheduled for 2009-04-07,PERSON,John
The meeting with John from Microsoft is scheduled for 2009-04-07,ORG,Microsoft
The meeting with Sara from Meta is scheduled for 1974-03-06,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1974-03-06,ORG,Meta
Microsoft announced new projects starting 1981-04-03,ORG,Microsoft
The meeting with John from Microsoft is scheduled for 1985-06-28,PERSON,John
The meeting with John from Microsoft is scheduled for 1985-06-28,ORG,Microsoft
London will host the event in 1977-02-17,GPE,London
Tokyo will host the event in 1992-05-03,GPE,Tokyo
Sara works at Microsoft in New York since 2022-12-01,PERSON,Sara
Sara works at Microsoft in New York since 2022-12-01,ORG,Microsoft
Alex works at Google in Tokyo since 1971-08-28,PERSON,Alex
Alex works at Google in Tokyo since 1971-08-28,ORG,Google
Alex works at Google in Tokyo since 1971-08-28,GPE,Tokyo
Mary attended a conference on 1973-03-03,PERSON,Mary
Alex works at Google in Tokyo since 2014-08-22,PERSON,Alex
Alex works at Google in Tokyo since 2014-08-22,ORG,Google
Alex works at Google in Tokyo since 2014-08-22,GPE,Tokyo
John works at Amazon in London since 1976-02-27,PERSON,John
John works at Amazon in London since 1976-02-27,ORG,Amazon
John works at Amazon in London since 1976-02-27,GPE,London
Alex works at Google in London since 2019-11-11,PERSON,Alex
Alex works at Google in London since 2019-11-11,ORG,Google
Alex works at Google in London since 2019-11-11,GPE,London
Meta announced new projects starting 2022-08-27,ORG,Meta
Tokyo will host the event in 1993-02-23,GPE,Tokyo
Sara attended a conference on 1985-02-04,PERSON,Sara
Microsoft announced new projects starting 1974-09-04,ORG,Microsoft
John attended a conference on 2007-11-30,PERSON,John
The meeting with Sara from Meta is scheduled for 2011-11-09,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2011-11-09,ORG,Meta
The meeting with Alex from Microsoft is scheduled for 1991-09-13,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1991-09-13,ORG,Microsoft
Microsoft announced new projects starting 1992-07-12,ORG,Microsoft
John attended a conference on 1994-10-14,PERSON,John
John works at Meta in New York since 2017-01-08,PERSON,John
John works at Meta in New York since 2017-01-08,ORG,Meta
John works at Amazon in New York since 1991-02-18,PERSON,John
John works at Amazon in New York since 1991-02-18,ORG,Amazon
The meeting with Mary from Amazon is scheduled for 1972-05-04,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1972-05-04,ORG,Amazon
The meeting with John from Meta is scheduled for 2020-07-19,PERSON,John
The meeting with John from Meta is scheduled for 2020-07-19,ORG,Meta
Sara works at Amazon in New York since 2023-05-21,PERSON,Sara
Sara works at Amazon in New York since 2023-05-21,ORG,Amazon
The meeting with Mary from Google is scheduled for 2015-03-01,PERSON,Mary
The meeting with Mary from Google is scheduled for 2015-03-01,ORG,Google
London will host the event in 1992-09-25,GPE,London
Google announced new projects starting 1992-06-02,ORG,Google
Mary attended a conference on 1980-01-12,PERSON,Mary
John works at Amazon in London since 2010-12-06,PERSON,John
John works at Amazon in London since 2010-12-06,ORG,Amazon
John works at Amazon in London since 2010-12-06,GPE,London
The meeting with Sara from Microsoft is scheduled for 1971-03-15,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1971-03-15,ORG,Microsoft
John works at Amazon in Tokyo since 1990-02-13,PERSON,John
John works at Amazon in Tokyo since 1990-02-13,ORG,Amazon
John works at Amazon in Tokyo since 1990-02-13,GPE,Tokyo
The meeting with Alex from Google is scheduled for 2007-01-16,PERSON,Alex
The meeting with Alex from Google is scheduled for 2007-01-16,ORG,Google
Tokyo will host the event in 1990-03-28,GPE,Tokyo
The meeting with John from Google is scheduled for 2020-12-28,PERSON,John
The meeting with John from Google is scheduled for 2020-12-28,ORG,Google
The meeting with Alex from Google is scheduled for 1973-08-11,PERSON,Alex
The meeting with Alex from Google is scheduled for 1973-08-11,ORG,Google
Sara works at Meta in Tokyo since 1984-07-31,PERSON,Sara
Sara works at Meta in Tokyo since 1984-07-31,ORG,Meta
Sara works at Meta in Tokyo since 1984-07-31,GPE,Tokyo
Microsoft announced new projects starting 1977-08-06,ORG,Microsoft
The meeting with Sara from Google is scheduled for 1988-10-13,PERSON,Sara
The meeting with Sara from Google is scheduled for 1988-10-13,ORG,Google
Sara works at Amazon in Paris since 1986-07-13,PERSON,Sara
Sara works at Amazon in Paris since 1986-07-13,ORG,Amazon
Sara works at Amazon in Paris since 1986-07-13,GPE,Paris
Alex works at Google in New York since 1997-08-29,PERSON,Alex
Alex works at Google in New York since 1997-08-29,ORG,Google
Microsoft announced new projects starting 1979-12-15,ORG,Microsoft
Sara attended a conference on 2024-10-28,PERSON,Sara
John attended a conference on 1978-07-05,PERSON,John
London will host the event in 2014-10-29,GPE,London
Microsoft announced new projects starting 1992-06-27,ORG,Microsoft
The meeting with Alex from Amazon is scheduled for 1977-11-04,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1977-11-04,ORG,Amazon
Alex works at Amazon in New York since 1989-12-19,PERSON,Alex
Alex works at Amazon in New York since 1989-12-19,ORG,Amazon
Alex works at Microsoft in New York since 2011-09-04,PERSON,Alex
Alex works at Microsoft in New York since 2011-09-04,ORG,Microsoft
John works at Microsoft in Paris since 2010-07-08,PERSON,John
John works at Microsoft in Paris since 2010-07-08,ORG,Microsoft
John works at Microsoft in Paris since 2010-07-08,GPE,Paris
The meeting with Alex from Amazon is scheduled for 2014-03-23,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2014-03-23,ORG,Amazon
London will host the event in 1997-04-30,GPE,London
The meeting with Mary from Microsoft is scheduled for 2017-03-29,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2017-03-29,ORG,Microsoft
Sara attended a conference on 1998-10-13,PERSON,Sara
The meeting with John from Amazon is scheduled for 1991-07-13,PERSON,John
The meeting with John from Amazon is scheduled for 1991-07-13,ORG,Amazon
Meta announced new projects starting 1983-07-22,ORG,Meta
Meta announced new projects starting 2000-02-02,ORG,Meta
John attended a conference on 1978-12-20,PERSON,John
John works at Meta in Tokyo since 2002-08-02,PERSON,John
John works at Meta in Tokyo since 2002-08-02,ORG,Meta
John works at Meta in Tokyo since 2002-08-02,GPE,Tokyo
Mary attended a conference on 2015-09-01,PERSON,Mary
The meeting with John from Google is scheduled for 2003-02-05,PERSON,John
The meeting with John from Google is scheduled for 2003-02-05,ORG,Google
The meeting with John from Microsoft is scheduled for 1981-02-01,PERSON,John
The meeting with John from Microsoft is scheduled for 1981-02-01,ORG,Microsoft
John works at Amazon in Paris since 1973-03-31,PERSON,John
John works at Amazon in Paris since 1973-03-31,ORG,Amazon
John works at Amazon in Paris since 1973-03-31,GPE,Paris
Alex works at Google in Paris since 1981-07-27,PERSON,Alex
Alex works at Google in Paris since 1981-07-27,ORG,Google
Alex works at Google in Paris since 1981-07-27,GPE,Paris
The meeting with John from Microsoft is scheduled for 1993-04-10,PERSON,John
The meeting with John from Microsoft is scheduled for 1993-04-10,ORG,Microsoft
Sara attended a conference on 1974-11-17,PERSON,Sara
John works at Microsoft in New York since 1986-05-15,PERSON,John
John works at Microsoft in New York since 1986-05-15,ORG,Microsoft
The meeting with Sara from Amazon is scheduled for 1994-03-09,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1994-03-09,ORG,Amazon
Amazon announced new projects starting 2011-03-31,ORG,Amazon
The meeting with Mary from Google is scheduled for 1995-09-19,PERSON,Mary
The meeting with Mary from Google is scheduled for 1995-09-19,ORG,Google
John works at Microsoft in London since 1970-02-10,PERSON,John
John works at Microsoft in London since 1970-02-10,ORG,Microsoft
John works at Microsoft in London since 1970-02-10,GPE,London
Mary attended a conference on 2016-11-30,PERSON,Mary
London will host the event in 1986-03-13,GPE,London
London will host the event in 1976-10-03,GPE,London
Amazon announced new projects starting 2007-10-16,ORG,Amazon
Alex attended a conference on 1978-09-28,PERSON,Alex
Paris will host the event in 2014-12-23,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 2024-12-31,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2024-12-31,ORG,Microsoft
The meeting with Mary from Google is scheduled for 1988-02-19,PERSON,Mary
The meeting with Mary from Google is scheduled for 1988-02-19,ORG,Google
John attended a conference on 2012-03-21,PERSON,John
The meeting with John from Google is scheduled for 1981-09-23,PERSON,John
The meeting with John from Google is scheduled for 1981-09-23,ORG,Google
The meeting with Mary from Microsoft is scheduled for 1981-05-12,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1981-05-12,ORG,Microsoft
Meta announced new projects starting 2009-09-10,ORG,Meta
John attended a conference on 1992-11-11,PERSON,John
Mary attended a conference on 2011-05-07,PERSON,Mary
Amazon announced new projects starting 2024-09-25,ORG,Amazon
Microsoft announced new projects starting 2022-10-01,ORG,Microsoft
Mary attended a conference on 2021-10-24,PERSON,Mary
Meta announced new projects starting 1973-03-13,ORG,Meta
Meta announced new projects starting 1998-05-05,ORG,Meta
Amazon announced new projects starting 2002-06-14,ORG,Amazon
Mary works at Microsoft in Paris since 2007-07-16,PERSON,Mary
Mary works at Microsoft in Paris since 2007-07-16,ORG,Microsoft
Mary works at Microsoft in Paris since 2007-07-16,GPE,Paris
Mary attended a conference on 2016-06-06,PERSON,Mary
Sara attended a conference on 1995-03-04,PERSON,Sara
Amazon announced new projects starting 2019-05-16,ORG,Amazon
Microsoft announced new projects starting 1975-03-02,ORG,Microsoft
Tokyo will host the event in 1975-09-26,GPE,Tokyo
Mary works at Microsoft in Tokyo since 2014-12-20,PERSON,Mary
Mary works at Microsoft in Tokyo since 2014-12-20,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2014-12-20,GPE,Tokyo
John works at Google in London since 1982-07-19,PERSON,John
John works at Google in London since 1982-07-19,ORG,Google
John works at Google in London since 1982-07-19,GPE,London
The meeting with John from Google is scheduled for 2018-02-24,PERSON,John
The meeting with John from Google is scheduled for 2018-02-24,ORG,Google
John works at Meta in Tokyo since 1979-06-27,PERSON,John
John works at Meta in Tokyo since 1979-06-27,ORG,Meta
John works at Meta in Tokyo since 1979-06-27,GPE,Tokyo
Mary works at Google in Tokyo since 1988-11-24,PERSON,Mary
Mary works at Google in Tokyo since 1988-11-24,ORG,Google
Mary works at Google in Tokyo since 1988-11-24,GPE,Tokyo
The meeting with Sara from Microsoft is scheduled for 1989-08-05,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1989-08-05,ORG,Microsoft
Mary attended a conference on 1998-02-16,PERSON,Mary
Paris will host the event in 1975-01-30,GPE,Paris
Alex works at Microsoft in Tokyo since 2004-05-14,PERSON,Alex
Alex works at Microsoft in Tokyo since 2004-05-14,ORG,Microsoft
Alex works at Microsoft in Tokyo since 2004-05-14,GPE,Tokyo
Mary attended a conference on 1971-08-01,PERSON,Mary
Sara works at Google in Paris since 2005-04-08,PERSON,Sara
Sara works at Google in Paris since 2005-04-08,ORG,Google
Sara works at Google in Paris since 2005-04-08,GPE,Paris
John works at Meta in New York since 1986-08-15,PERSON,John
John works at Meta in New York since 1986-08-15,ORG,Meta
The meeting with John from Microsoft is scheduled for 1998-11-30,PERSON,John
The meeting with John from Microsoft is scheduled for 1998-11-30,ORG,Microsoft
Mary attended a conference on 1979-07-20,PERSON,Mary
Meta announced new projects starting 1985-12-06,ORG,Meta
Meta announced new projects starting 1980-09-21,ORG,Meta
Google announced new projects starting 1985-04-27,ORG,Google
Mary attended a conference on 2010-09-22,PERSON,Mary
The meeting with Alex from Meta is scheduled for 1984-02-16,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1984-02-16,ORG,Meta
Sara attended a conference on 2003-08-15,PERSON,Sara
Tokyo will host the event in 2002-08-31,GPE,Tokyo
Mary works at Amazon in New York since 1988-01-16,PERSON,Mary
Mary works at Amazon in New York since 1988-01-16,ORG,Amazon
Google announced new projects starting 2010-02-04,ORG,Google
John attended a conference on 1970-03-16,PERSON,John
